time,open,high,low,close,volume
1775404800,550.92,555.14,547.99,552.69,26403
1775491200,554.48,560.24,552.17,557.22,11244
1775577600,574.78,577.45,571.6,575.24,23488
1775664000,573.99,575.42,574.41,574.89,25794
1775750400,577.36,581.39,576.52,577.66,11583
1776009600,579.07,584.36,575.12,579.19,23656
1776096000,581.67,588.32,577.56,582.99,23623
1776182400,595.5,600.13,592.75,597.39,8919
1776268800,591.68,595.63,592.45,594.13,19087
1776355200,571.54,574.82,571.81,574.14,15004
1776614400,568.92,571.78,566.61,570.53,23812
1776700800,568.37,573.92,568.57,570.65,25722
1776787200,555.68,560.77,552.96,556.29,18972
1776873600,547.59,549.4,544.79,547.61,26916
1776960000,552.21,559.15,553.67,554.64,12387
1777219200,539.11,542.09,537.47,541.21,18836
1777305600,539.49,545.38,540.26,541.25,16298
1777392000,543.08,547.84,540.56,544.37,14430
1777478400,537.33,543.64,538.35,538.93,7956
1777564800,522.54,524.55,522.43,524.4,10950
1777824000,518.26,524.97,519.89,520.64,6872
1777910400,529.99,533.25,529.55,532.52,24074
1777996800,548.26,550.49,543.68,548.37,5100
1778083200,554.99,556.55,550.32,555.13,29216
1778169600,550.5,557.64,548.73,552.56,12661
1778428800,554.17,558.61,555.69,556.9,14604
1778515200,570.91,577.47,568.63,572.32,12368
1778601600,575.88,578.07,573.55,576.9,13242
1778688000,576.47,581.63,573.05,577.88,20053
1778774400,576.8,579.14,572.26,577.95,18307
1779033600,578.89,583.97,574.45,579.75,15871
1779120000,581.06,589.51,582.56,583.86,10524
1779206400,593.57,595.19,588.37,594.25,16709
1779292800,589.36,595.3,590.79,590.87,13402
1779379200,589.61,590.96,585.9,589.75,8496
1779638400,577.08,582.88,576.14,578.91,24148
1779724800,581.97,584.4,583.01,583.79,16976
1779811200,587.63,588.85,587.41,588.33,14295
1779897600,582.29,589.53,584.73,584.79,7328
1779984000,589.39,591.81,585.16,590.64,15260
1780243200,584.91,588.15,583.57,585.66,5366
1780329600,584.81,589.37,581.1,585.11,28835
1780416000,585.05,589.87,583.3,585.76,14015
