time,open,high,low,close,volume
1775404800,110.02,110.45,110.0,110.13,25339
1775491200,108.82,110.1,108.51,109.01,27586
1775577600,106.81,107.71,106.62,107.13,9763
1775664000,106.1,106.94,105.84,106.3,6515
1775750400,105.21,105.89,105.51,105.6,16724
1776009600,105.2,105.76,105.2,105.38,22376
1776096000,104.04,105.0,103.31,104.27,14899
1776182400,100.19,100.73,100.09,100.42,12268
1776268800,100.49,101.11,100.76,100.95,8164
1776355200,98.98,99.25,98.4,98.99,17084
1776614400,98.69,99.36,98.7,98.97,26306
1776700800,95.78,96.99,95.86,96.06,10006
1776787200,94.45,95.44,94.43,94.73,19022
1776873600,95.75,96.09,95.5,95.92,24720
1776960000,96.34,96.78,95.81,96.45,6202
1777219200,94.31,94.62,94.13,94.59,22356
1777305600,95.6,96.54,95.42,95.82,29868
1777392000,96.21,96.61,95.87,96.24,5872
1777478400,96.27,97.19,95.54,96.49,6141
1777564800,94.83,95.99,94.57,95.26,26806
1777824000,93.2,94.04,92.52,93.32,24321
1777910400,93.93,94.72,93.65,94.18,25274
1777996800,90.1,90.79,90.02,90.16,9969
1778083200,87.62,88.25,87.66,88.03,12626
1778169600,87.25,87.87,86.69,87.27,20169
1778428800,86.22,86.55,85.77,86.48,17280
1778515200,84.98,85.84,85.11,85.21,8304
1778601600,86.27,86.43,85.74,86.29,28588
1778688000,87.07,87.55,86.49,87.33,10781
1778774400,86.53,87.17,86.86,86.92,26092
1779033600,84.79,85.3,84.52,84.85,29170
1779120000,85.96,86.13,85.6,86.09,16526
1779206400,84.95,86.16,84.52,85.32,15446
1779292800,84.43,85.28,84.02,84.46,17297
1779379200,85.87,86.52,85.19,85.93,19353
1779638400,86.76,87.12,85.97,86.83,19478
1779724800,84.97,85.82,84.99,85.19,7202
1779811200,84.46,85.56,84.67,84.8,29921
1779897600,84.05,84.52,83.87,84.29,6347
1779984000,86.21,86.7,86.07,86.29,8934
1780243200,85.22,85.31,84.6,85.22,26080
1780329600,83.9,84.81,83.98,84.05,22445
1780416000,83.61,84.25,83.4,83.82,5331
