time,open,high,low,close,volume
1775368024,2365.23,2402.11,2318.03,2372.44,26107
1775454424,2391.05,2421.65,2371.18,2386.99,45822
1775540824,2385.93,2441.68,2360.93,2396.62,32766
1775627224,2384.23,2427.64,2380.53,2401.74,30228
1775713624,2398.53,2407.56,2379.06,2388.06,41019
1775800024,2372.28,2410.46,2328.04,2386.84,48336
1775886424,2360.74,2417.78,2340.65,2402.3,40215
1775972824,2399.18,2433.86,2335.47,2362.46,49887
1776059224,2381.55,2423.58,2334.42,2401.42,9335
1776145624,2373.51,2426.9,2354.14,2403.96,5398
1776232024,2380.23,2402.34,2336.85,2390.96,42366
1776318424,2415.77,2452.92,2341.02,2385.35,13323
1776404824,2409.2,2443.69,2369.16,2380.02,12399
1776491224,2363.7,2371.56,2332.66,2358.83,38745
1776577624,2387.95,2396.81,2376.49,2390.38,25480
1776664024,2364.65,2398.45,2335.04,2374.42,28370
1776750424,2386.98,2427.2,2318.47,2352.9,37172
1776836824,2368.52,2401.28,2327.36,2371.74,13540
1776923224,2398.65,2426.61,2364.44,2406.13,35614
1777009624,2359.77,2398.71,2345.11,2383.02,40053
1777096024,2351.73,2413.7,2347.72,2390.31,19386
1777182424,2367.51,2432.18,2321.23,2385.74,42889
1777268824,2394.55,2407.88,2362.57,2368.72,25444
1777355224,2383.09,2413.04,2344.83,2379.21,43654
1777441624,2370.79,2414.84,2343.74,2376.0,5992
1777528024,2380.53,2428.07,2337.08,2402.94,17394
1777614424,2381.0,2419.18,2354.95,2395.72,41877
1777700824,2351.42,2387.76,2306.88,2363.2,48444
1777787224,2364.22,2368.9,2328.26,2365.64,31476
1777873624,2433.42,2472.38,2387.23,2418.89,27955
1777960024,2370.83,2388.43,2309.22,2355.4,44703
1778046424,2374.42,2383.66,2344.93,2377.89,48347
1778132824,2337.79,2380.61,2298.65,2367.09,44261
1778219224,2399.72,2404.41,2349.39,2387.49,10094
1778305624,2436.2,2467.76,2385.25,2429.45,17979
1778392024,2431.08,2431.95,2404.45,2420.78,42054
1778478424,2438.58,2467.7,2398.49,2431.26,5872
1778564824,2358.19,2383.43,2338.36,2377.95,41164
1778651224,2389.45,2410.87,2336.13,2382.5,13894
1778737624,2372.43,2417.78,2372.1,2399.84,14366
1778824024,2401.97,2438.0,2373.28,2387.51,49547
1778910424,2362.51,2403.29,2317.17,2387.86,38310
1778996824,2382.27,2416.45,2335.83,2387.81,15184
1779083224,2364.93,2418.6,2321.41,2386.34,45787
1779169624,2385.95,2448.05,2370.05,2409.17,44294
1779256024,2351.6,2374.27,2333.64,2350.19,49706
1779342424,2451.37,2453.68,2370.47,2414.06,35935
1779428824,2370.75,2388.61,2330.88,2360.63,33475
1779515224,2409.79,2432.51,2355.57,2394.0,22555
1779601624,2362.89,2398.33,2328.68,2371.74,21727
1779688024,2340.79,2373.44,2338.45,2366.8,24758
1779774424,2315.44,2341.37,2282.2,2310.55,22907
1779860824,2350.77,2361.57,2305.2,2327.83,8372
1779947224,2361.91,2433.45,2335.46,2399.18,6411
1780033624,2408.85,2409.26,2362.88,2400.11,23293
1780120024,2410.24,2412.61,2350.19,2382.25,18005
1780206424,2376.25,2458.32,2364.18,2415.72,22364
1780292824,2346.33,2352.21,2309.28,2345.02,10239
1780379224,2384.44,2421.76,2320.27,2349.88,30776
1780465624,2417.62,2450.72,2382.81,2400.1,36605
