time,open,high,low,close,volume
1775404800,107.63,108.52,106.7,107.7,13148
1775491200,108.55,109.42,108.56,108.61,16237
1775577600,107.63,108.89,107.58,107.91,14599
1775664000,109.78,110.35,109.22,110.21,5194
1775750400,110.67,112.0,110.65,110.9,15354
1776009600,111.06,112.24,111.56,111.56,12426
1776096000,110.68,111.78,110.74,111.06,26355
1776182400,111.23,111.85,111.39,111.72,19020
1776268800,107.99,109.26,107.99,108.2,12264
1776355200,109.14,110.22,109.41,109.61,12598
1776614400,109.47,110.41,109.16,109.74,21449
1776700800,109.3,109.86,108.35,109.41,14926
1776787200,108.79,109.93,108.41,109.2,8371
1776873600,109.98,110.69,109.84,110.0,29846
1776960000,111.04,112.34,111.24,111.3,28115
1777219200,111.41,111.7,111.44,111.65,25049
1777305600,110.84,111.92,109.83,110.89,26155
1777392000,109.69,110.95,109.11,109.89,8634
1777478400,110.43,111.24,110.04,110.49,29644
1777564800,110.42,111.88,110.19,110.81,28584
1777824000,109.36,109.7,108.53,109.5,6044
1777910400,111.37,112.08,111.5,111.86,24380
1777996800,112.02,112.96,111.61,112.08,22978
1778083200,113.09,113.64,112.43,113.32,22073
1778169600,111.98,112.38,111.26,112.31,17964
1778428800,114.34,114.91,114.1,114.53,17937
1778515200,115.58,116.86,115.6,115.81,13869
1778601600,119.22,119.29,118.85,119.26,26859
1778688000,120.94,122.02,120.8,121.26,17247
1778774400,122.63,124.37,122.47,123.15,8026
1779033600,126.79,127.58,126.42,127.39,26617
1779120000,129.42,130.49,128.82,129.44,7064
1779206400,133.14,134.28,133.33,133.61,11263
1779292800,131.94,132.69,131.81,132.06,24546
1779379200,131.62,133.27,131.37,132.09,18937
1779638400,133.3,133.64,132.94,133.34,17839
1779724800,133.13,133.51,132.84,133.32,16354
1779811200,132.43,133.38,132.32,132.63,19537
1779897600,135.59,136.51,134.86,135.81,7372
1779984000,136.87,137.13,136.52,137.13,21518
1780243200,139.21,140.16,138.78,139.66,16865
1780329600,140.59,141.1,140.16,140.78,10985
1780416000,138.96,140.38,137.99,139.26,17500
